,triple,doc_list,unique_doc,doc_count
571,2-week follow participant,[489.0],[489.0],1
572,2-week follow sars-cov-2,[489.0],[489.0],1
573,20 - evaluate 173,[288.0],[288.0],1
574,20 develop patient,[157.0],[157.0],1
575,20 develop two,[157.0],[157.0],1
576,20 modify 120,[417.0],[417.0],1
577,20 modify 127,[417.0],[417.0],1
578,20 modify 187,[417.0],[417.0],1
579,20 modify antibody,[417.0],[417.0],1
580,20 modify two,[417.0],[417.0],1
581,20 perform bnt162b2,[47.0],[47.0],1
582,20 perform vaccine,[47.0],[47.0],1
583,20 perform worker,[47.0],[47.0],1
584,20 use 120,[417.0],[417.0],1
585,20 use 127,[417.0],[417.0],1
586,20 use 187,[417.0],[417.0],1
587,20 use antibody,[417.0],[417.0],1
588,20 use two,[417.0],[417.0],1
589,200 coat 225,[22.0],[22.0],1
590,200 coat 8805,[22.0],[22.0],1
591,200 coat cov2,[22.0],[22.0],1
592,200 coat curb,[22.0],[22.0],1
593,200 coat healthcare,[22.0],[22.0],1
594,200 coat hydroxychloroquine,[22.0],[22.0],1
595,200 coat one,[22.0],[22.0],1
596,200 coat pneumonia,[22.0],[22.0],1
597,200 coat sars,[22.0],[22.0],1
598,200 coat sars-cov2,[22.0],[22.0],1
599,200 coat tablet,[22.0],[22.0],1
600,200 coat two,[22.0],[22.0],1
601,200 die bnt162b2,[1.0],[1.0],1
602,200 die covid-19,[1.0],[1.0],1
603,200 die mrna,[1.0],[1.0],1
604,200 die pfizer-biontech,[1.0],[1.0],1
605,200 die vaccine,[1.0],[1.0],1
606,200 evaluate 8805,[22.0],[22.0],1
607,200 evaluate booster,[317.0],[317.0],1
608,200 evaluate curb,[22.0],[22.0],1
609,200 evaluate healthcare,[22.0],[22.0],1
610,200 evaluate pneumonia,[22.0],[22.0],1
611,200 evaluate vaccine,[317.0],[317.0],1
612,200 follow covid-19,[1.0],[1.0],1
613,200 follow mrna,[1.0],[1.0],1
614,200 follow vaccine,[1.0],[1.0],1
615,200 induce 8805,[22.0],[22.0],1
616,200 match infection,[449.0],[449.0],1
617,200 use booster,[317.0],[317.0],1
618,200 use surrogate,[317.0],[317.0],1
619,200 use vaccine,"[317.0, 317.0]",[317.0],1
620,200 vaccinate booster,[317.0],[317.0],1
621,200 vaccinate vaccine,[317.0],[317.0],1
622,201 aim 151,[437.0],[437.0],1
623,2014 diagnose globulin,[208.0],[208.0],1
624,2014 diagnose mofetil,[208.0],[208.0],1
625,2014 diagnose mycophenolate,[208.0],[208.0],1
626,2014 diagnose steroid,[208.0],[208.0],1
627,2014 diagnose tacrolimus,[208.0],[208.0],1
628,2014 experience 11000,[404.0],[404.0],1
629,2014 experience africa,[404.0],[404.0],1
630,2014 experience death,[404.0],[404.0],1
631,2014 experience vaccine,[404.0],[404.0],1
632,2014 flush death,[404.0],[404.0],1
633,2014 flush vaccine,[404.0],[404.0],1
634,2015-2019 average 15100000,[194.0],[194.0],1
635,2015-2019 average 16100000,[194.0],[194.0],1
636,2015-2019 average embolism,[194.0],[194.0],1
637,2015-2019 average idiopathic,[194.0],[194.0],1
638,2015-2019 average thrombocytopenia,[194.0],[194.0],1
639,2015-2019 circulate 15100000,[194.0],[194.0],1
640,2015-2019 circulate 16100000,[194.0],[194.0],1
641,2015-2019 circulate 637100000,[194.0],[194.0],1
642,2015-2019 circulate 861,[194.0],[194.0],1
643,2015-2019 circulate 875,[194.0],[194.0],1
644,2015-2019 circulate ci,[194.0],[194.0],1
645,2015-2019 circulate embolism,[194.0],[194.0],1
646,2015-2019 circulate idiopathic,[194.0],[194.0],1
647,2015-2019 circulate thrombocytopenia,[194.0],[194.0],1
648,2015-2019 circulate thrombosis,[194.0],[194.0],1
649,2017-19 hospitalize ah1n1pdm09,[56.0],[56.0],1
650,2017-19 relate ah1n1pdm09,[56.0],[56.0],1
651,2017-19 relate eastern india,[56.0],[56.0],1
652,2019 collate 2020,[84.0],[84.0],1
653,2019 collate patient,[84.0],[84.0],1
654,2019 envisage covid-19,[321.0],[321.0],1
655,202 evaluate 673,[93.0],[93.0],1
656,2020 aim eu,[178.0],[178.0],1
657,2020 aim uk,[178.0],[178.0],1
658,2020 compare eu,[178.0],[178.0],1
659,2020 compare skin cancers,[208.0],[208.0],1
660,2020 compare uk,[178.0],[178.0],1
661,2020 inform influenza,[236.0],[236.0],1
662,2020 make author,[208.0],[208.0],1
663,2020 make skin cancers,[208.0],[208.0],1
664,2020 mask typhoid fever,[434.0],[434.0],1
665,2020 randomize 2020-001888-90,[271.0],[271.0],1
666,2020 randomize eudract,"[271.0, 271.0]",[271.0],1
667,2020 treat 2020-001888-90,[271.0],[271.0],1
668,2020 treat eudract,"[271.0, 271.0]",[271.0],1
669,2021 acquire family,[170.0],[170.0],1
670,2021 base 707,[225.0],[225.0],1
671,2021 base worker,[225.0],[225.0],1
672,2021 compare one,[45.0],[45.0],1
673,2021 compare sars-cov-2,[45.0],[45.0],1
674,2021 evaluate hcws,[240.0],[240.0],1
675,2021 evaluate sars-cov-2,[240.0],[240.0],1
676,2021 explore covid-19,"[117.0, 117.0]",[117.0],1
677,2021 explore four,[117.0],[117.0],1
678,2021 explore macaque,[117.0],[117.0],1
679,2021 explore participant,[117.0],[117.0],1
680,2021 explore sars-cov-2,[117.0],[117.0],1
681,2021 explore tract,[117.0],[117.0],1
682,2021 infect infection,[449.0],[449.0],1
683,2021 observe vaccine,[175.0],[175.0],1
684,2021 receive moderna,[19.0],[19.0],1
685,2021 receive vaccine,[19.0],[19.0],1
686,2021 vaccinate covid-19,"[117.0, 117.0, 117.0]",[117.0],1
687,2021 vaccinate four,[117.0],[117.0],1
688,2021 vaccinate macaque,[117.0],[117.0],1
689,2021 vaccinate participant,[117.0],[117.0],1
690,2021 vaccinate sars-cov-2,[117.0],[117.0],1
691,2021 vaccinate six,[73.0],[73.0],1
692,2021 vaccinate tract,[117.0],[117.0],1
693,2021 vaccinate two,[73.0],[73.0],1
694,2021 vaccinate vaccine,[73.0],[73.0],1
695,204 evaluate 167,[362.0],[362.0],1
696,204 evaluate 232,[362.0],[362.0],1
697,204 evaluate death,[395.0],[395.0],1
698,204 evaluate influenza,[362.0],[362.0],1
699,204 evaluate west,[362.0],[362.0],1
700,204 provide covid-19,[395.0],[395.0],1
701,204 provide death,[395.0],[395.0],1
702,204 recommend 167,[362.0],[362.0],1
703,204 recommend 232,[362.0],[362.0],1
704,204 recommend 547,[362.0],[362.0],1
705,204 recommend influenza,[362.0],[362.0],1
706,204 recommend panama city,[362.0],[362.0],1
707,204 recommend west,[362.0],[362.0],1
708,205 collect p003,[322.0],[322.0],1
709,207 compare 100,[341.0],[341.0],1
710,207 compare 102,[341.0],[341.0],1
711,207 compare age,"[341.0, 341.0, 341.0]",[341.0],1
712,207 receive 100,"[341.0, 341.0]",[341.0],1
713,207 receive 102,"[341.0, 341.0]",[341.0],1
714,207 receive age,"[341.0, 341.0, 341.0, 341.0, 341.0, 341.0]",[341.0],1
715,207 receive ncov-19,[477.0],[477.0],1
716,207 vaccinate 280,[477.0],[477.0],1
717,207 vaccinate 473 345,[477.0],[477.0],1
718,207 vaccinate bnt162b2,[477.0],[477.0],1
719,207 vaccinate chadox1,[477.0],[477.0],1
720,207 vaccinate ncov-19,[477.0],[477.0],1
721,207337 evaluate 3-month,[303.0],[303.0],1
722,20th2021 treat 102,[296.0],[296.0],1
723,20th2021 treat 112,[296.0],[296.0],1
724,213 increase 122,[268.0],[268.0],1
725,213 increase 152,[268.0],[268.0],1
726,213 increase ci,[268.0],[268.0],1
727,213 increase diabetes,[268.0],[268.0],1
728,213 increase heart,[268.0],[268.0],1
729,213 increase renal diseases,[268.0],[268.0],1
730,214 allocate participant,[176.0],[176.0],1
731,214 allocate two,[176.0],[176.0],1
732,214 allocate vaccine,[176.0],[176.0],1
733,216 associate cancer,[269.0],[269.0],1
734,216 associate survivor,[269.0],[269.0],1
735,216 consider biontech-pfizer,[285.0],[285.0],1
736,216 consider bnt162b2,[285.0],[285.0],1
737,216 consider vaccine,[285.0],[285.0],1
738,217 dose vaccine,[105.0],[105.0],1
739,218 include corticosteroid,[142.0],[142.0],1
740,223 average 15100000,[194.0],[194.0],1
741,223 average 16100000,[194.0],[194.0],1
742,223 average embolism,[194.0],[194.0],1
743,223 average idiopathic,[194.0],[194.0],1
744,223 average thrombocytopenia,[194.0],[194.0],1
745,223 circulate 15100000,[194.0],[194.0],1
746,223 circulate 16100000,[194.0],[194.0],1
747,223 circulate 637100000,[194.0],[194.0],1
748,223 circulate 861,[194.0],[194.0],1
749,223 circulate 875,[194.0],[194.0],1
750,223 circulate ci,[194.0],[194.0],1
751,223 circulate embolism,[194.0],[194.0],1
752,223 circulate idiopathic,[194.0],[194.0],1
753,223 circulate thrombocytopenia,[194.0],[194.0],1
754,223 circulate thrombosis,[194.0],[194.0],1
755,225 aim child,[476.0],[476.0],1
756,225 characterize child,[476.0],[476.0],1
757,225 coat 8805,[22.0],[22.0],1
758,225 coat cov2,[22.0],[22.0],1
759,225 coat curb,[22.0],[22.0],1
760,225 coat healthcare,[22.0],[22.0],1
761,225 coat hydroxychloroquine,[22.0],[22.0],1
762,225 coat one,[22.0],[22.0],1
763,225 coat pneumonia,[22.0],[22.0],1
764,225 coat sars,[22.0],[22.0],1
765,225 coat sars-cov2,[22.0],[22.0],1
766,225 coat tablet,[22.0],[22.0],1
767,225 coat two,[22.0],[22.0],1
768,225 consider 341,[142.0],[142.0],1
769,225 evaluate 8805,"[22.0, 22.0]",[22.0],1
770,225 evaluate curb,"[22.0, 22.0]",[22.0],1
771,225 evaluate healthcare,"[22.0, 22.0]",[22.0],1
772,225 evaluate pneumonia,"[22.0, 22.0]",[22.0],1
773,225 induce 8805,"[22.0, 22.0]",[22.0],1
774,225 modify 277,[142.0],[142.0],1
775,225 modify 341,[142.0],[142.0],1
776,225 modify 489,[142.0],[142.0],1
777,225 screen 102,[476.0],[476.0],1
778,225 screen etec,[476.0],[476.0],1
779,229 associate cancer,[269.0],[269.0],1
780,229 associate survivor,[269.0],[269.0],1
781,229e aim belgium,"[331.0, 331.0]",[331.0],1
782,229e aim cough,[331.0],[331.0],1
783,229e aim death,[331.0],[331.0],1
784,229e aim dyspnoea,[331.0],[331.0],1
785,229e aim fever,[331.0],[331.0],1
786,229e aim infection,[331.0],[331.0],1
787,229e aim influenza,[331.0],[331.0],1
788,229e aim influenza-like,[331.0],[331.0],1
789,229e aim one,[331.0],[331.0],1
790,229e aim patient,"[331.0, 331.0, 331.0]",[331.0],1
791,229e aim respiratory,"[331.0, 331.0]",[331.0],1
792,229e aim specimen,[331.0],[331.0],1
793,229e collect death,[331.0],[331.0],1
794,229e collect patient,[331.0],[331.0],1
795,229e test cough,[331.0],[331.0],1
796,229e test death,[331.0],[331.0],1
797,229e test dyspnoea,[331.0],[331.0],1
798,229e test fever,[331.0],[331.0],1
799,229e test one,[331.0],[331.0],1
800,229e test patient,"[331.0, 331.0]",[331.0],1
801,231 confirm antibody,[97.0],[97.0],1
802,2327 include 227,[359.0],[359.0],1
803,2327 include chadox1,[359.0],[359.0],1
804,2327 include mrna-1273,[359.0],[359.0],1
805,2327 include vaccine,"[359.0, 359.0]",[359.0],1
806,235 associate 109,[449.0],[449.0],1
807,235 associate 148,[449.0],[449.0],1
808,235 associate 200,[449.0],[449.0],1
809,235 associate infection,[449.0],[449.0],1
810,235 compare 109,[449.0],[449.0],1
811,235 compare 148,[449.0],[449.0],1
812,235 compare 200,[449.0],[449.0],1
813,235 compare infection,[449.0],[449.0],1
814,235 match infection,[449.0],[449.0],1
815,236 base four,"[232.0, 232.0]",[232.0],1
816,236 base human,[232.0],[232.0],1
817,236 base igg,[232.0],[232.0],1
818,236 base isoforms,[232.0],[232.0],1
819,236 base malariae,[232.0],[232.0],1
820,236 base msp1-19,[232.0],[232.0],1
821,236 base plasmodium,"[232.0, 232.0, 232.0, 232.0, 232.0, 232.0]",[232.0],1
822,236 base pvrmc-msp1,[232.0],[232.0],1
823,236 design four,[232.0],[232.0],1
824,236 design igg,[232.0],[232.0],1
825,236 design isoforms,[232.0],[232.0],1
826,236 design msp1-19,[232.0],[232.0],1
827,236 design plasmodium,[232.0],[232.0],1
828,236 design pvrmc-msp1,[232.0],[232.0],1
829,236 evaluate four,[232.0],[232.0],1
830,236 evaluate igg,[232.0],[232.0],1
831,236 evaluate isoforms,[232.0],[232.0],1
832,236 evaluate malariae,[232.0],[232.0],1
833,236 evaluate msp1-19,[232.0],[232.0],1
834,236 evaluate plasmodium,"[232.0, 232.0, 232.0, 232.0, 232.0]",[232.0],1
835,236 evaluate pvrmc-msp1,[232.0],[232.0],1
836,236 play isoforms,[232.0],[232.0],1
837,236 play plasmodium,[232.0],[232.0],1
838,236 use four,[232.0],[232.0],1
839,236 use human,[232.0],[232.0],1
840,236 use igg,[232.0],[232.0],1
841,236 use isoforms,[232.0],[232.0],1
842,236 use malariae,[232.0],[232.0],1
843,236 use msp1-19,[232.0],[232.0],1
844,236 use plasmodium,"[232.0, 232.0, 232.0, 232.0, 232.0]",[232.0],1
845,236 use pvrmc-msp1,[232.0],[232.0],1
846,238 evaluate 283,[214.0],[214.0],1
847,238 evaluate 508,[214.0],[214.0],1
848,238 evaluate obesity,[214.0],[214.0],1
849,238 swell diarrhoea,[136.0],[136.0],1
850,238 swell shiver,[136.0],[136.0],1
851,238 swell vertigo,[136.0],[136.0],1
852,239 receive 103,[250.0],[250.0],1
853,239 receive rna-seq,[250.0],[250.0],1
854,239 receive tcga,[250.0],[250.0],1
855,240 bind 100,"[134.0, 134.0, 134.0]",[134.0],1
856,240 bind 130,[134.0],[134.0],1
857,240 bind 131,[134.0],[134.0],1
858,240 bind 143,[134.0],[134.0],1
859,240 bind 229,[134.0],[134.0],1
860,240 bind cohort,"[134.0, 134.0, 134.0, 134.0, 134.0, 134.0]",[134.0],1
861,240 bind non-inferior,[134.0],[134.0],1
862,240 bind participant,[134.0],[134.0],1
863,240 bind patient,"[134.0, 134.0, 134.0, 134.0]",[134.0],1
864,240 bind sars-cov-2-binding,[134.0],[134.0],1
865,240 devastate cri,"[384.0, 384.0]",[384.0],1
866,240 devastate cri 95ÃÃÃ216,[384.0],[384.0],1
867,240 devastate metapneumovirus,[384.0],[384.0],1
868,240 devastate parainfluenza,[384.0],[384.0],1
869,240 receive 100,"[134.0, 134.0, 134.0]",[134.0],1
870,240 receive 130,[134.0],[134.0],1
871,240 receive 131,[134.0],[134.0],1
872,240 receive 143,[134.0],[134.0],1
873,240 receive 229,[134.0],[134.0],1
874,240 receive cohort,"[134.0, 134.0, 134.0, 134.0, 134.0, 134.0]",[134.0],1
875,240 receive non-inferior,[134.0],[134.0],1
876,240 receive participant,[134.0],[134.0],1
877,240 receive patient,"[134.0, 134.0, 134.0, 134.0]",[134.0],1
878,240 receive sars-cov-2-binding,[134.0],[134.0],1
879,240 stunt cri,[384.0],[384.0],1
880,242 develop booster,[57.0],[57.0],1
881,243 associate cancer,[269.0],[269.0],1
882,243 associate survivor,[269.0],[269.0],1
883,2437 use specimen,[92.0],[92.0],1
884,2440 increase nab,[443.0],[443.0],1
885,2440 increase p,[443.0],[443.0],1
886,2440 increase tea,[443.0],[443.0],1
887,245000 make covid-19,[147.0],[147.0],1
888,245000 make italian,[147.0],[147.0],1
889,245000 report brescia,[147.0],[147.0],1
890,245000 report covid-19,[147.0],[147.0],1
891,245000 report italian,[147.0],[147.0],1
892,245000 report milan,[147.0],[147.0],1
893,248 confirm 305,[383.0],[383.0],1
894,248 confirm 364,[383.0],[383.0],1
895,248 test 259,[263.0],[263.0],1
896,248 test woman,[263.0],[263.0],1
897,25-30 peak influenza,"[395.0, 395.0]",[395.0],1
898,250 make child,[335.0],[335.0],1
899,250 million induce cancer,[455.0],[455.0],1
900,250 million induce cirrhosis,[455.0],[455.0],1
901,250 million induce liver,"[455.0, 455.0]",[455.0],1
902,254 include 102-281,[491.0],[491.0],1
903,254 include 138-297,[491.0],[491.0],1
904,254 include 159-405,[491.0],[491.0],1
905,254 include 195-477,[491.0],[491.0],1
906,254 include 203,[491.0],[491.0],1
907,254 include 530-1111,[491.0],[491.0],1
908,254 include 767,[491.0],[491.0],1
909,254 include indian,[491.0],[491.0],1
910,254 include toronto,[491.0],[491.0],1
911,2549 base 784,[277.0],[277.0],1
912,257 million affect people,[115.0],[115.0],1
913,264 fill one,[210.0],[210.0],1
914,264 fill sars-cov-2,[210.0],[210.0],1
915,265 evaluate 133-188,[178.0],[178.0],1
916,265 evaluate 136-199,[178.0],[178.0],1
917,265 evaluate 159,[178.0],[178.0],1
918,265 evaluate 164,[178.0],[178.0],1
919,265 evaluate 4764,[178.0],[178.0],1
920,265 evaluate covid-19,[178.0],[178.0],1
921,268 use 261,[133.0],[133.0],1
922,268 use 739,[133.0],[133.0],1
923,2691 adjust 2648,[443.0],[443.0],1
924,2691 adjust cat,[443.0],[443.0],1
925,2691 adjust cohort,[443.0],[443.0],1
926,2691 age 2648,[443.0],[443.0],1
927,2691 age cat,[443.0],[443.0],1
928,2691 age cohort,[443.0],[443.0],1
929,271 lactate bovine,"[183.0, 183.0]",[183.0],1
930,271 lactate coronavirus,[183.0],[183.0],1
931,271 lactate herpesvirus,[183.0],[183.0],1
932,271 lactate parainfluenza,[183.0],[183.0],1
933,271 lactate vaccine,[183.0],[183.0],1
934,271 receive 107,[197.0],[197.0],1
935,271 receive iva,[197.0],[197.0],1
936,272 perform 201,[400.0],[400.0],1
937,272 perform 257,[400.0],[400.0],1
938,272 perform 739,[400.0],[400.0],1
939,272 perform influenza,"[400.0, 400.0, 400.0]",[400.0],1
940,2778 continue 1432,"[352.0, 353.0]","[352.0, 353.0]",2
941,2778 continue 394,"[352.0, 353.0]","[352.0, 353.0]",2
942,2778 continue outpatient,"[352.0, 353.0]","[352.0, 353.0]",2
943,278 receive cohort,[80.0],[80.0],1
944,278 receive patient,[80.0],[80.0],1
945,280 receive ncov-19,[477.0],[477.0],1
946,282 receive ncov-19,[477.0],[477.0],1
947,282 vaccinate 280,[477.0],[477.0],1
948,282 vaccinate 473 345,[477.0],[477.0],1
949,282 vaccinate bnt162b2,[477.0],[477.0],1
950,282 vaccinate chadox1,[477.0],[477.0],1
951,282 vaccinate ncov-19,[477.0],[477.0],1
952,284 compare bg-a,[120.0],[120.0],1
953,286 base 654,[385.0],[385.0],1
954,286 observe 654,[385.0],[385.0],1
955,292 age blood,[35.0],[35.0],1
956,292 age cd4,[35.0],[35.0],1
957,292 age enteropathy,[35.0],[35.0],1
958,292 age gut-homing,[35.0],[35.0],1
959,292 age peripheral,[35.0],[35.0],1
960,292 compare beggs,[343.0],[343.0],1
961,292 compare egger,[343.0],[343.0],1
962,292 include cd4,[35.0],[35.0],1
963,292 include gut-homing,[35.0],[35.0],1
964,292 receive 432,[343.0],[343.0],1
965,292 receive beggs,[343.0],[343.0],1
966,292 receive egger,[343.0],[343.0],1
967,292 receive q-value,[343.0],[343.0],1
968,294 induce nwtv,[4.0],[4.0],1
969,304 show 217,[470.0],[470.0],1
970,304 show 523,[470.0],[470.0],1
971,305-682 dose 15-ÃÃÃÂµg,[236.0],[236.0],1
972,305-682 dose 319-425,[236.0],[236.0],1
973,305-682 dose 347,[236.0],[236.0],1
974,305-682 dose swelling,[236.0],[236.0],1
975,308 associate 2-4,[291.0],[291.0],1
976,308 associate antibody,[291.0],[291.0],1
977,308 associate bnt162b2,[291.0],[291.0],1
978,308 associate vaccine,[291.0],[291.0],1
979,308 induce 112,[291.0],[291.0],1
980,308 induce 2-4,[291.0],[291.0],1
981,308 induce 364,[291.0],[291.0],1
982,308 induce antibody,[291.0],[291.0],1
983,308 induce bnt162b2,[291.0],[291.0],1
984,308 induce vaccine,[291.0],[291.0],1
985,308 receive 2-4,[291.0],[291.0],1
986,308 receive antibody,[291.0],[291.0],1
987,308 receive bnt162b2,[291.0],[291.0],1
988,308 receive vaccine,[291.0],[291.0],1
989,3094100000 receive 29723,[64.0],[64.0],1
990,311 respond four,[46.0],[46.0],1
991,311 respond one,[46.0],[46.0],1
992,311 respond vaccine,[46.0],[46.0],1
993,313 consider 341,[142.0],[142.0],1
994,313 modify 277,[142.0],[142.0],1
995,313 modify 341,[142.0],[142.0],1
996,313 modify 489,[142.0],[142.0],1
997,3135 test 259,[263.0],[263.0],1
998,3135 test woman,[263.0],[263.0],1
999,318 increase 122,[268.0],[268.0],1
1000,318 increase 152,[268.0],[268.0],1
1001,318 increase ci,[268.0],[268.0],1
1002,318 increase diabetes,[268.0],[268.0],1
1003,318 increase heart,[268.0],[268.0],1
1004,318 increase renal diseases,[268.0],[268.0],1
1005,31840 describe person-years,[473.0],[473.0],1
1006,31840 describe pwh versus,[473.0],[473.0],1
1007,31840 describe pwoh,[473.0],[473.0],1
1008,319 collect child,[197.0],[197.0],1
1009,319 collect influenza,[197.0],[197.0],1
1010,319 collect strep,[197.0],[197.0],1
1011,320 compare 273,[335.0],[335.0],1
1012,320 compare 354,[335.0],[335.0],1
1013,320 compare cohort,[335.0],[335.0],1
1014,320 describe 273,[335.0],[335.0],1
1015,320 report 273,[335.0],[335.0],1
1016,320 report 354,[335.0],[335.0],1
1017,320 report cohort,[335.0],[335.0],1
1018,321 aim 212,[466.0],[466.0],1
1019,321 aim 526 480,[466.0],[466.0],1
1020,321 aim 607,[466.0],[466.0],1
1021,321 aim 930,[466.0],[466.0],1
1022,321 aim acute,[466.0],[466.0],1
1023,321 aim hypertension,[466.0],[466.0],1
1024,321 aim patient,[466.0],[466.0],1
1025,321 aim qrisk2,[466.0],[466.0],1
1026,321 aim sept 1,[466.0],[466.0],1
1027,321 use 212,[466.0],[466.0],1
1028,321 use 526 480,[466.0],[466.0],1
1029,321 use 607,[466.0],[466.0],1
1030,321 use 930,[466.0],[466.0],1
1031,321 use acute,[466.0],[466.0],1
1032,321 use hypertension,[466.0],[466.0],1
1033,321 use patient,[466.0],[466.0],1
1034,321 use qrisk2,[466.0],[466.0],1
1035,321 use sept 1,[466.0],[466.0],1
1036,331 follow bnt162b2,[11.0],[11.0],1
1037,331 follow chadox1-ncov-19,[11.0],[11.0],1
1038,331 follow mrna-1273,[11.0],[11.0],1
1039,331 follow n59,[11.0],[11.0],1
1040,331 follow n62,[11.0],[11.0],1
1041,331 show bnt162b2,"[11.0, 11.0]",[11.0],1
1042,331 show chadox1-ncov-19,"[11.0, 11.0]",[11.0],1
1043,331 show mrna-1273,"[11.0, 11.0]",[11.0],1
1044,331 show mrna-regimens,[11.0],[11.0],1
1045,331 show n43,[11.0],[11.0],1
1046,331 show n59,[11.0],[11.0],1
1047,331 show n62,[11.0],[11.0],1
1048,331 show n66,[11.0],[11.0],1
1049,3333 base 784,[277.0],[277.0],1
