,head_type,tail_type,triple_list,cluster_list,list_count
351,ORG,BODY_SUBSTANCE,"['igg characterize plasma', 'igg affect serum', 'db evaluate serum']","['evaluate', 'affect', 'characterize']",3
352,ORG,CARDINAL,"['igg bind eighty years', 'igg dose eighty years', 'iga dose eighty years', 'roche evaluate two', 'igg receive two', 'igg test h9', 'cprd use 526 480', 'cprd use 212']","['test', 'dose', 'evaluate', 'use', 'receive', 'bind']",105
353,ORG,CELL,"['igg observe cellular', 'igg observe cellular', 'igg aim cellular', 'ad26cov2s show line', 'ad26cov2s show cellular', 'igg evaluate cero', 'igg receive memory', 'iga receive memory']","['observe', 'show', 'reopen', 'evaluate', 'induce', 'vaccinate', 'aim', 'receive']",13
354,ORG,CHEMICAL,"['oil-in-water improve influenza', 'igg bind vaccine', 'summary establish antibody', 'hiv-1 exclude vaccine', 'hiv-1 exclude vaccine', 'hiv-1 exclude denmark', 'hiv-1 exclude saline', 'hiv-1 meet chemotherapy']","['establish', 'meet', 'improve', 'bind', 'exclude']",165
355,ORG,CORONAVIRUS,"['pfizer-biontech follow covid-19', 'astra fund covid-19', 'astra sponsor covid-19', 'usg sponsor covid-19', 'takara confirm covid-19', 'takara confirm sars-cov-2', 'igg detect sars-cov-2', 'igg detect sars']","['detect', 'sponsor', 'fund', 'confirm', 'follow']",53
356,ORG,DISEASE_OR_SYNDROME,"['ade include primary infections', 'ade include tertiary quaternary', 'healthcare induce 8805', 'pre-clinical pave hepatitis b', 'nyc department receive b1526', 'nyc department receive infection', 'nyc department observe infection', 'igg include nile virus']","['observe', 'pave', 'induce', 'include', 'receive']",99
357,ORG,EUKARYOTE,"['pre-clinical pave human', 'dry-powder need ferret', 'dry-powder observe ferret', 'summary circulate human']","['circulate', 'need', 'pave', 'observe']",4
358,ORG,FAC,"['pre-specified compare hr', 'pre-specified compare hr', 'pre-specified show hr', 'pre-specified show hr', 'igg test h5', 'igg use anti-n-protein', 'k1 include k2', 'igg relate t180']","['compare', 'test', 'show', 'relate', 'include', 'use']",13
359,ORG,GENE_OR_GENOME,"['summary establish platelet factor', 'summary establish fibrinogen', 'summary establish pf4', 'pre-specified compare ci 0275Ã\x83\x83Ã\x83\x82Ã\x83\x821193', 'pre-specified compare her2', 'pre-specified show her2', 'hiv-1 exclude bcg-denmark-covid', 'hiv-1 exclude bcg']","['establish', 'compare', 'show', 'exclude']",94
360,ORG,GPE,"['ade induce optimal', 'igg use ireland', 'igg use germany', 'igg correlate india', 'igg neutralize india', 'age harbor uk', 'age harbor usa', 'age vaccinate uk']","['correlate', 'base', 'cause', 'induce', 'harbor', 'vaccinate', 'affect', 'use', 'neutralize']",14
361,ORG,GROUP,"['oil-in-water improve child', 'igg bind participant', 'igg dose participant', 'iga dose participant', 'nyc department receive person', 'nyc department observe person', 'nyc department bind person', 'nyc department attenuate person']","['observe', 'dose', 'attenuate', 'improve', 'receive', 'bind']",70
362,ORG,IMMUNE_RESPONSE,"['ade include cross-immunity', 'igg infect immunity', 'igg lack immunity', 'igg enrol immunoassay', 'ibd follow immunization', 'igg evaluate immunization', 'igg compare immunization']","['compare', 'lack', 'enrol', 'evaluate', 'follow', 'infect', 'include']",7
363,ORG,INJURY_OR_POISONING,"['age harbor injury', 'age vaccinate injury']","['vaccinate', 'harbor']",2
364,ORG,LIVESTOCK,"['cn assay chicken', 'cn make chicken']","['assay', 'make']",2
365,ORG,LOC,"['igg observe hiv-specific', 'igg aim hiv-specific', 'multidrug-resistant improve africa', 'igg bind east', 'igg neutralize east', 'dry-powder need delta', 'dry-powder observe delta', 'pre-exposed aim delta']","['observe', 'need', 'possess', 'describe', 'vaccinate', 'aim', 'improve', 'perform', 'bind', 'neutralize']",12
366,ORG,NORP,"['peking union need chinese', 'peking union indicate chinese', 'igg evaluate malian']","['evaluate', 'need', 'indicate']",3
367,ORG,ORG,"['astra fund usg', 'takara confirm cdc', 'pre-exposed receive igg', 'herein describe arac', 'herein attenuate arac', 'igm follow igg', 'igm follow iga', 'igm associate igg']","['associate', 'fund', 'attenuate', 'confirm', 'follow', 'describe', 'receive']",17
368,ORG,ORGANISM,"['pre-clinical pave hbv', 'roche evaluate convalescent sera', 'np n improve volunteer', 'np n investigate volunteer', 'np n combine volunteer', 'cprd use patient', 'cprd aim patient', 'herein associate woman']","['associate', 'investigate', 'combine', 'pave', 'evaluate', 'aim', 'improve', 'use']",14
369,ORG,SIGN_OR_SYMPTOM,"['herein observe symptom', 'arac observe symptom', 'herein describe symptom', 'herein attenuate symptom', 'igg induce symptom']","['induce', 'attenuate', 'describe', 'observe']",5
370,ORG,SUBSTRATE,"['malaria-endemic receive blood', 'igg suspect saliva']","['suspect', 'receive']",2
371,ORG,TISSUE,"['ed receive left', 'fed treat boulardiikg', 'fed reduce boulardiikg']","['reduce', 'receive', 'treat']",3
372,ORG,VIRUS,"['igg detect oc43', 'igg evaluate subgroup', 'university review dyad', 'university collect dyad', 'linda aim listserv', 'summary make oc43', 'summary make nl63', 'summary circulate oc43']","['detect', 'make', 'collect', 'circulate', 'evaluate', 'aim', 'review', 'use', 'emerge']",12
373,ORGANISM,BACTERIUM,['human induce brucella'],['induce'],1
374,ORGANISM,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['patient excise renal', 'patient excise allograft', 'people die bowel', 'people relate bowel', 'human boost alveolar', 'patient elapse lung', 'people cause tract', 'patient develop renal']","['cause', 'excise', 'relate', 'die', 'boost', 'elapse', 'develop']",17
375,ORGANISM,BODY_SUBSTANCE,"['human compare stool', 'people affect serum']","['compare', 'affect']",2
376,ORGANISM,CARDINAL,"['serotypes conserve approximately', 'convalescent generate two', 'woman associate three', 'woman reduce three', 'patient develop six', 'patient elapse 451', 'patient elapse 33', 'patient elapse 19']","['associate', 'conserve', 'reduce', 'generate', 'elapse', 'develop']",42
377,ORGANISM,CELL,"['convalescent generate memory b', 'peripheral enrol b cell', 'hbv set hepatocytes', 'patient elapse breast', 'porcine receive csfv', 'cat compare cellular', 'convalescent lack cell', 'convalescent show cell']","['compare', 'lack', 'show', 'set', 'enrol', 'generate', 'elapse', 'receive']",19
378,ORGANISM,CHEMICAL,"['human subjects compare influenza', 'human subjects compare vaccine', 'human subjects bind vaccine', 'hbv show combinations ifnÃ\x83\x83Ã\x83\x82Ã\x82Â³', 'hbv show il-2', 'convalescent generate bnt162b2', 'convalescent generate vaccine', 'human exclude vaccine']","['compare', 'show', 'generate', 'bind', 'exclude']",245
379,ORGANISM,CORONAVIRUS,"['recipient increase covid-19', 'convalescent generate sars-cov-2', 'convalescent test coronavirus', 'convalescent test covid-19', 'convalescent improve coronavirus', 'convalescent improve covid-19', 'human boost coronavirus', 'human boost covid-19']","['test', 'improve', 'generate', 'boost', 'increase']",37
380,ORGANISM,DISEASE_OR_SYNDROME,"['recipient increase immune dysfunction', 'patient excise chronic glomerulonephritis', 'patient treat chronic glomerulonephritis', 'woman treat chronic glomerulonephritis', 'woman associate fragility fracture', 'woman reduce fragility fracture', 'human meet immunodeficiency', 'human meet oral']","['meet', 'associate', 'reduce', 'excise', 'treat', 'increase']",142
381,ORGANISM,EUKARYOTE,"['hbv induce chimpanzee', 'traveller use human', 'traveller base human', 'body evaluate guinea']","['evaluate', 'base', 'induce', 'use']",4
382,ORGANISM,FAC,"['mouse formulate 3-week', 'mouse inactivate 3-week']","['inactivate', 'formulate']",2
383,ORGANISM,FOOD,['cat evaluate boost'],['evaluate'],1
384,ORGANISM,GENE_OR_GENOME,"['human subjects compare h1n1', 'hbv show cd4 cells', 'hbv show cd8', 'hbv show tnf-Ã\x83\x83Ã\x83\x82', 'cross-sectional induce immunoglobulin', 'cross-sectional induce immunoglobulin', 'cross-sectional induce immunoglobulin', 'cross-sectional detect immunoglobulin']","['detect', 'induce', 'compare', 'show']",82
385,ORGANISM,GPE,"['human milk receive san diego', 'patient elapse uk', 'seroprevalence range dhaka', 'meningococci induce uk', 'patient perform uk']","['induce', 'perform', 'elapse', 'range', 'receive']",5
386,ORGANISM,GROUP,"['convalescent receive cohort', 'convalescent receive patient', 'patient excise donor', 'human exclude participant', 'human meet participant', 'human follow participant', 'human make participant', 'human enrol participant']","['meet', 'excise', 'enrol', 'follow', 'make', 'receive', 'exclude']",43
387,ORGANISM,IMMUNE_RESPONSE,"['people make immunotherapy', 'human boost immunity', 'hbv set immunity', 'hbv set immunity', 'hbv set immunity', 'hbv develop immunity', 'hbv develop immunity', 'hbv develop immunity']","['dose', 'set', 'evaluate', 'serve', 'induce', 'make', 'boost', 'develop']",16
388,ORGANISM,LIVESTOCK,"['oil prevent herd', 'body evaluate pig', 'convalescent dose herd', 'convalescent develop herd']","['evaluate', 'prevent', 'dose', 'develop']",4
389,ORGANISM,NORP,"['human compare egyptian', 'patient receive second-dose']","['compare', 'receive']",2
390,ORGANISM,ORG,"['cross-sectional induce igg', 'patient diagnose cox', 'patient perform eu', 'patient perform cox', 'traveller use igg', 'traveller base igg', 'traveller evaluate igg', 'traveller design igg']","['base', 'diagnose', 'design', 'evaluate', 'induce', 'perform', 'use']",17
391,ORGANISM,ORGANISM,"['serotypes conserve mouse', 'serotypes conserve mouse', 'serotypes provide mouse', 'hbv affect people', 'hbv set hbv-infected', 'hbv-infected develop hbv', 'human inform people', 'mouse mediate adenoviral']","['mediate', 'conserve', 'provide', 'set', 'inform', 'affect', 'develop']",8
392,ORGANISM,SIGN_OR_SYMPTOM,"['people die hepatopathies', 'people relate hepatopathies', 'convalescent collect symptom', 'recipient receive symptom']","['receive', 'collect', 'relate', 'die']",4
393,ORGANISM,SUBSTRATE,"['human receive blood', 'recipient inhale blood', 'spf test blood', 'cat test blood']","['inhale', 'test', 'receive']",4
394,ORGANISM,TISSUE,"['falciparum characterize placenta', 'falciparum emerge peripheral', 'falciparum induce peripheral', 'falciparum induce peripheral', 'human induce outer', 'body evaluate booster', 'people test immune', 'people test immune', 'woman report joint']","['test', 'characterize', 'evaluate', 'induce', 'emerge', 'report']",9
395,ORGANISM,VIRUS,['mouse use ebov'],['use'],1
396,SIGN_OR_SYMPTOM,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['symptom report brain', 'symptom indicate brain', 'symptom understudy brain', 'symptom perform brain', 'symptom need brain', 'symptom need brain', 'symptom need brain', 'symptom need brain', 'symptom test lip']","['indicate', 'test', 'need', 'perform', 'understudy', 'report']",9
397,SIGN_OR_SYMPTOM,CARDINAL,"['symptom neutralize 15000', 'symptom boost one', 'symptom predict one', 'symptom base one', 'symptom know one', 'symptom contract one', 'symptom provide 015', 'symptom use seven']","['base', 'contract', 'provide', 'know', 'boost', 'predict', 'use', 'neutralize']",8
398,SIGN_OR_SYMPTOM,CELL,"['symptom induce cell', 'symptom neutralize b cells', 'symptom neutralize clone', 'symptom follow platelet']","['follow', 'induce', 'neutralize']",4
399,SIGN_OR_SYMPTOM,CHEMICAL,"['symptom neutralize antibody', 'symptom report injection', 'symptom report appetite', 'symptom indicate appetite', 'symptom understudy appetite', 'symptom perform vaccine', 'symptom perform injection', 'symptom perform appetite']","['indicate', 'neutralize', 'perform', 'understudy', 'report']",31
400,SIGN_OR_SYMPTOM,CORONAVIRUS,"['illness continue covid-19', 'illness continue covid-19', 'illness continue covid-19-infected', 'illness replace covid-19', 'illness replace covid-19', 'illness replace covid-19-infected', 'symptom boost covid-19', 'symptom predict covid-19']","['replace', 'observe', 'base', 'confirm', 'boost', 'predict', 'continue']",11
401,SIGN_OR_SYMPTOM,DISEASE_OR_SYNDROME,"['symptom induce heart', 'symptom induce cancer', 'symptom report muscle spasm', 'symptom report myalgia', 'symptom report chill', 'symptom report fever', 'symptom report nausea', 'symptom report joint']","['induce', 'report']",88
402,SIGN_OR_SYMPTOM,GENE_OR_GENOME,"['symptom induce qtc', 'symptom induce rsv', 'symptom induce poc', 'symptom show jak-stat', 'symptom show b117', 'sign use transcriptase-polymerase', 'symptom collect p003', 'symptom observe chadox1']","['observe', 'collect', 'show', 'induce', 'use']",8
403,SIGN_OR_SYMPTOM,GPE,['symptom induce new york'],['induce'],1
404,SIGN_OR_SYMPTOM,GROUP,"['illness continue asthmatic', 'illness continue asthmatic', 'illness continue asthmatic', 'illness continue patient', 'illness replace asthmatic', 'illness replace asthmatic', 'illness replace asthmatic', 'illness replace patient']","['replace', 'base', 'provide', 'show', 'relate', 'boost', 'predict', 'continue']",16
405,SIGN_OR_SYMPTOM,VIRUS,['symptom show medrxiv'],['show'],1
406,SUBSTRATE,BACTERIUM,"['swab collect strep', 'swab match streptococcus']","['match', 'collect']",2
407,SUBSTRATE,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,['blood use left'],['use'],1
408,SUBSTRATE,CARDINAL,"['blood deem 118000 5000', 'blood treat 469', 'blood treat 243', 'blood include 243', 'blood establish 243', 'blood detect 10', 'blood need 10', 'blood mediate 10']","['establish', 'deem', 'mediate', 'detect', 'need', 'treat', 'include']",32
409,SUBSTRATE,CELL,"['blood deem platelet', 'blood enrol b cell', 'blood receive line', 'blood die platelet', 'blood receive cell']","['enrol', 'deem', 'receive', 'die']",5
410,SUBSTRATE,CHEMICAL,"['blood receive vaccine', 'blood deem d-dimer', 'blood induce d-dimer', 'blood induce zagazig', 'blood enrol vaccine', 'blood collect antibody', 'blood collect e411', 'saliva mediate mrna-based']","['deem', 'mediate', 'collect', 'enrol', 'induce', 'receive']",22
411,SUBSTRATE,CORONAVIRUS,"['saliva make covid-19', 'blood receive covid-19', 'blood detect sars-cov-2', 'blood detect covid-19', 'blood detect sars-cov-2', 'blood need sars-cov-2', 'blood mediate sars-cov-2', 'blood mediate covid-19']","['mediate', 'detect', 'need', 'make', 'receive']",20
412,SUBSTRATE,DISEASE_OR_SYNDROME,"['blood receive metabolic syndrome', 'blood consider typhoid fever', 'blood mask typhoid fever', 'fecal age enteropathy', 'blood collect eclia', 'swab select infection', 'swab select 8805', 'swab base infection']","['base', 'collect', 'age', 'select', 'consider', 'receive', 'mask']",21
413,SUBSTRATE,EUKARYOTE,['blood attenuate sporozoite'],['attenuate'],1
414,SUBSTRATE,GENE_OR_GENOME,"['blood treat person-years', 'blood enrol car- cells', 'blood evaluate car- cells', 'blood detect cd8 cells', 'blood detect antigen-specific', 'blood detect cd4', 'blood mediate cd8 cells', 'blood mediate antigen-specific']","['mediate', 'detect', 'enrol', 'evaluate', 'treat']",26
415,SUBSTRATE,GPE,"['blood induce egypt', 'blood collect cobas']","['induce', 'collect']",2
416,SUBSTRATE,GROUP,"['saliva make patient', 'blood receive recipient', 'blood treat child', 'blood include child', 'blood consider child', 'blood enrol patient', 'blood evaluate patient', 'blood detect donor']","['detect', 'make', 'enrol', 'evaluate', 'treat', 'consider', 'include', 'receive']",30
417,SUBSTRATE,NORP,['blood consider malawian'],['consider'],1
418,SUBSTRATE,ORG,"['blood receive fda', 'blood induce iga', 'blood induce igg']","['induce', 'receive']",3
419,SUBSTRATE,ORGANISM,"['blood detect convalescent', 'blood need convalescent', 'blood mediate convalescent', 'fecal age gut-homing', 'fecal include gut-homing', 'swab select second', 'swab base second', 'swab induce second']","['mediate', 'detect', 'base', 'need', 'age', 'induce', 'select', 'include']",12
420,SUBSTRATE,SIGN_OR_SYMPTOM,"['saliva neutralize symptom', 'saliva induce symptom']","['induce', 'neutralize']",2
421,SUBSTRATE,SUBSTRATE,['fecal age blood'],['age'],1
422,SUBSTRATE,TISSUE,"['blood characterize placenta', 'fecal age peripheral', 'blood collect silesia']","['age', 'collect', 'characterize']",3
423,TISSUE,BACTERIUM,['capsular base neisseria'],['base'],1
424,TISSUE,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,"['mucosal tissue need oral', 'alveolar show lung', 'bronchoalveolar lavage increase lung', 'globe cause tract', 'left elicit extremity', 'mammogram elicit axillary', 'acellular test lung', 'mucosal observe gastrointestinal', 'mucosal observe oral']","['test', 'observe', 'cause', 'need', 'show', 'elicit', 'increase']",9
425,TISSUE,BODY_SUBSTANCE,"['plaque induce serum', 'plaque need serum', 'follicle combine plasma', 'follicle receive plasma']","['need', 'induce', 'receive', 'combine']",4
426,TISSUE,CARDINAL,"['lymph nodes test 20 -', 'lymph nodes test 173', 'lymph nodes evaluate 173', 'axillary lymph induce 140', 'fv perform two', 'fv need two', 'fv describe two', 'fv test two']","['test', 'observe', 'base', 'need', 'evaluate', 'retrieve', 'induce', 'describe', 'perform', 'elicit']",19
427,TISSUE,CELL,"['alveolar show bal', 'acellular test b', 'mucosal observe cellular', 'mucosal induce cellular', 'mucosal neutralize cellular', 'plaque treat cellular', 'follicle combine memory', 'follicle receive memory']","['test', 'observe', 'combine', 'show', 'induce', 'treat', 'receive', 'neutralize']",8
428,TISSUE,CHEMICAL,"['macular relate vaccine', 'venous outflow cause vena', 'hepatic cause vena', 'chest review pre-vaccine', 'virion randomize suspension', 'mucosal match antibody', 'synaptic need pyroglutamate', 'capsular collect hvga ermb']","['randomize', 'cause', 'need', 'collect', 'match', 'relate', 'review']",73
429,TISSUE,CORONAVIRUS,"['macular relate sars-cov-2', 'broncho-alveolar fluid make covid-19', 'axillary lymph induce covid-19', 'capillary see covid-19', 'thoracic receive covid-19', 'plaque induce sars-cov-2', 'plaque induce sars-cov-2', 'plaque induce sars-cov-2']","['elicit', 'see', 'display', 'screen', 'induce', 'relate', 'make', 'receive']",14
430,TISSUE,DISEASE_OR_SYNDROME,"['synaptic need hypometabolism', 'ipsilateral lay osteosarcoma', 'bronchoalveolar lavage increase throat', 'peripheral test anaemia', 'peripheral test malaria', 'tissue provide infection', 'capillary see breast', 'capillary see edema']","['test', 'need', 'provide', 'see', 'lay', 'increase']",23
431,TISSUE,EUKARYOTE,"['tissue show rat', 'capsular base commensal', 'mucosal store ferret', 'upper need primate']","['base', 'need', 'show', 'store']",4
432,TISSUE,GENE_OR_GENOME,"['synaptic need beta aÃ\x83\x83Ã\x83\x82Ã\x82Â²', 'synaptic need amyloid', 'synaptic need atp', 'mucosal age cd4', 'mucosal include cd4', 'peripheral include cd4', 'plaque induce ace2', 'slad elicit p044']","['receive', 'observe', 'need', 'combine', 'age', 'induce', 'treat', 'include', 'elicit']",16
433,TISSUE,GPE,"['plaque treat marburg', 'follicle combine tbx21', 'follicle receive tbx21']","['combine', 'receive', 'treat']",3
434,TISSUE,GROUP,"['ileum biopsies induce volunteer', 'broncho-alveolar fluid make patient', 'lymph nodes test patient', 'axillary lymph induce patient', 'plaque induce surrogate', 'plaque induce surrogate', 'plaque induce surrogate', 'axillary display woman']","['test', 'provide', 'screen', 'display', 'induce', 'make', 'appear', 'elicit']",15
435,TISSUE,IMMUNE_RESPONSE,"['bronchoalveolar lavage challenge immunity', 'acellular test immunity']","['challenge', 'test']",2
436,TISSUE,ORG,"['mucosal match hiv-1', 'axillary display pfizer-biontech', 'axillary screen pfizer-biontech', 'mammogram screen pfizer-biontech', 'slad retrieve n15']","['display', 'retrieve', 'match', 'screen']",5
437,TISSUE,ORGANISM,"['ipsilateral lay patient', 'mucosal age gut-homing', 'mucosal include gut-homing', 'peripheral include gut-homing', 'booster include mouse']","['age', 'include', 'lay']",5
438,TISSUE,SIGN_OR_SYMPTOM,"['peripheral home symptom', 'mucosal-homing home symptom']",['home'],2
439,TISSUE,SUBSTRATE,"['mucosal match blood', 'mucosal age blood']","['age', 'match']",2
440,TISSUE,TISSUE,"['venous outflow cause hepatic venules', 'venous outflow cause inferior', 'venous outflow cause cava', 'hepatic cause hepatic venules', 'hepatic cause inferior', 'hepatic cause cava', 'alveolar show bronchoalveolar lavage', 'chest review axillarysubpectoral lymph']","['challenge', 'cause', 'show', 'age', 'evaluate', 'display', 'review', 'receive', 'increase']",14
441,TISSUE,VIRUS,"['mucosal tissue need poliovirus', 'plaque treat pseudovirus']","['need', 'treat']",2
442,VIRUS,BODY_SUBSTANCE,['rotavirus compare stool'],['compare'],1
443,VIRUS,CARDINAL,"['pseudovirus neutralize 15000', 'zikv perform 2', 'zikv perform 10', 'ic43 randomize two', 'rotavirus attenuate 1200', 'rotavirus collect 5417', 'oc43 test one', 'nl63 test one', 'oc43 aim one', 'nl63 aim one']","['randomize', 'test', 'collect', 'attenuate', 'aim', 'perform', 'neutralize']",10
444,VIRUS,CELL,"['pseudovirus neutralize b cells', 'pseudovirus neutralize clone', 'ebov highlight cellular']","['highlight', 'neutralize']",3
445,VIRUS,CHEMICAL,"['pseudovirus neutralize antibody', 'ebov show hadv-5-makgp-primed', 'ebov show hadv-5ndv', 'ebov prim hadv-5ndv', 'zikv perform pizv', 'rotavirus compare vaccine', 'rotavirus attenuate g6p', 'rotavirus collect wwtps']","['compare', 'prim', 'show', 'collect', 'attenuate', 'perform', 'neutralize']",21
446,VIRUS,CORONAVIRUS,['ahr receive covid-19'],['receive'],1
447,VIRUS,DISEASE_OR_SYNDROME,"['prrsv vaccinate lung lesions', 'prrsv vaccinate viremia', 'prrsv vaccinate hyopneumoniae', 'poliovirus age enteropathy', 'rotavirus compare specimen', 'rotavirus use specimen', 'rotavirus use specimen', 'rotavirus attenuate specimen']","['compare', 'test', 'collect', 'attenuate', 'age', 'vaccinate', 'aim', 'use', 'emerge']",38
448,VIRUS,EUKARYOTE,['rotavirus collect plant'],['collect'],1
449,VIRUS,GENE_OR_GENOME,"['metapneumovirus stunt cri', 'ebov show rlseb-gp-boosted', 'poliovirus age cd4', 'poliovirus include cd4', 'rotavirus test post-', 'rotavirus test july', 'rotavirus test rva', 'provirus replicate heat-labile', 'ahr receive ci']","['receive', 'test', 'stunt', 'show', 'age', 'include', 'replicate']",9
450,VIRUS,GPE,['pseudovirus reduce uk'],['reduce'],1
451,VIRUS,GROUP,"['ic43 induce patient', 'oc43 test patient', 'oc43 test patient', 'nl63 test patient', 'nl63 test patient', 'oc43 collect patient', 'nl63 collect patient', 'oc43 aim patient']","['test', 'collect', 'provide', 'induce', 'aim']",15
452,VIRUS,IMMUNE_RESPONSE,['zikv challenge immunization'],['challenge'],1
453,VIRUS,LIVESTOCK,['prrsv vaccinate pig'],['vaccinate'],1
454,VIRUS,NORP,['rotavirus compare egyptian'],['compare'],1
455,VIRUS,ORGANISM,"['ebov show mouse', 'ebov prim mouse', 'poliovirus age gut-homing', 'poliovirus include gut-homing', 'rotavirus compare human', 'coxsackievirus emerge serotypes']","['compare', 'prim', 'show', 'age', 'include', 'emerge']",6
456,VIRUS,SUBSTRATE,['poliovirus age blood'],['age'],1
457,VIRUS,TISSUE,['poliovirus age peripheral'],['age'],1
458,VIRUS,VIRUS,"['zika purify zikv', 'mosaic develop prrsv', 'provirus replicate poliovirus', 'provirus use poliovirus', 'provirus explore poliovirus']","['purify', 'explore', 'develop', 'use', 'replicate']",5
